long,lat,n
-76.668,39.3389,2
-76.668,39.3441,1
-76.668,39.3489,1
-76.668,39.3544,2
-76.6679,39.2747,1
-76.6679,39.3296,1
-76.6679,39.3378,1
-76.6679,39.344,6
-76.6678,39.306,1
-76.6678,39.3135,1
-76.6677,39.3097,1
-76.6677,39.3411,1
-76.6677,39.3498,1
-76.6676,39.3064,1
-76.6676,39.3089,1
-76.6676,39.3092,2
-76.6676,39.3102,1
-76.6675,39.2952,2
-76.6675,39.3091,1
-76.6674,39.3012,2
-76.6674,39.3015,1
-76.6674,39.3016,1
-76.6674,39.3382,1
-76.6673,39.2801,1
-76.6673,39.3009,1
-76.6673,39.338,1
-76.6672,39.3027,3
-76.6672,39.3441,1
-76.667,39.2964,1
-76.667,39.3014,2
-76.667,39.3052,1
-76.667,39.3262,1
-76.667,39.3442,1
-76.6669,39.3376,1
-76.6669,39.3405,2
-76.6669,39.3426,1
-76.6669,39.3428,1
-76.6668,39.2969,1
-76.6668,39.3498,1
-76.6668,39.3507,1
-76.6668,39.3528,3
-76.6667,39.2617,1
-76.6667,39.3128,1
-76.6667,39.3384,1
-76.6666,39.2618,13
-76.6666,39.2992,1
-76.6666,39.3014,3
-76.6666,39.3068,1
-76.6665,39.2782,1
-76.6665,39.2789,2
-76.6665,39.3052,1
-76.6665,39.3059,1
-76.6665,39.306,1
-76.6665,39.309,1
-76.6665,39.3396,4
-76.6665,39.3397,3
-76.6665,39.3406,1
-76.6665,39.3516,1
-76.6665,39.3591,1
-76.6664,39.3489,1
-76.6663,39.306,1
-76.6661,39.2732,1
-76.6661,39.2981,1
-76.6661,39.3114,1
-76.6661,39.3279,1
-76.6661,39.3457,1
-76.6661,39.3497,1
-76.666,39.3036,6
-76.666,39.3113,1
-76.666,39.3114,1
-76.666,39.3119,1
-76.666,39.3393,1
-76.666,39.3498,2
-76.6659,39.2945,1
-76.6659,39.33,1
-76.6659,39.3306,3
-76.6659,39.3354,1
-76.6658,39.3093,1
-76.6657,39.2787,1
-76.6657,39.2788,1
-76.6657,39.297,1
-76.6657,39.3065,1
-76.6657,39.3068,1
-76.6657,39.3085,1
-76.6657,39.341,1
-76.6657,39.3432,1
-76.6657,39.3482,1
-76.6656,39.2798,1
-76.6656,39.2951,1
-76.6656,39.3019,2
-76.6656,39.3053,1
-76.6656,39.3467,1
-76.6655,39.3016,1
-76.6655,39.3054,1
-76.6655,39.3055,11
-76.6655,39.3289,1
-76.6654,39.2798,1
-76.6654,39.3038,1
-76.6654,39.3134,1
-76.6654,39.3282,1
-76.6653,39.3019,1
-76.6652,39.2616,1
-76.6652,39.2981,5
-76.6652,39.2992,1
-76.6652,39.3017,1
-76.6652,39.3081,1
-76.6652,39.3348,1
-76.6652,39.3403,4
-76.6652,39.3405,1
-76.6651,39.2954,4
-76.6651,39.2972,4
-76.6651,39.3278,4
-76.6651,39.3378,4
-76.665,39.2725,1
-76.665,39.2945,7
-76.665,39.2949,1
-76.665,39.2954,3
-76.665,39.319,18
-76.665,39.3425,3
-76.6649,39.3082,1
-76.6649,39.3351,1
-76.6648,39.2927,2
-76.6648,39.3072,1
-76.6648,39.3093,1
-76.6647,39.3045,1
-76.6647,39.3073,1
-76.6647,39.3433,1
-76.6646,39.3073,4
-76.6646,39.3077,1
-76.6646,39.337,1
-76.6646,39.3418,1
-76.6645,39.2971,1
-76.6645,39.298,1
-76.6645,39.3072,2
-76.6644,39.3091,1
-76.6644,39.3102,1
-76.6644,39.3326,1
-76.6644,39.3414,2
-76.6644,39.3415,1
-76.6643,39.2971,1
-76.6643,39.3135,1
-76.6643,39.3341,1
-76.6643,39.3368,1
-76.6642,39.3339,3
-76.6642,39.3369,4
-76.6641,39.2796,1
-76.664,39.2925,1
-76.664,39.3025,1
-76.664,39.3096,1
-76.6639,39.2925,1
-76.6639,39.3093,1
-76.6638,39.275,1
-76.6638,39.3013,1
-76.6638,39.3047,1
-76.6638,39.33,1
-76.6637,39.2737,1
-76.6637,39.2945,1
-76.6637,39.3026,1
-76.6637,39.3297,1
-76.6637,39.3358,3
-76.6637,39.3378,4
-76.6636,39.3015,3
-76.6636,39.3379,1
-76.6636,39.3387,2
-76.6635,39.2788,14
-76.6635,39.2956,1
-76.6635,39.2993,2
-76.6635,39.3074,1
-76.6635,39.3483,1
-76.6634,39.2944,3
-76.6634,39.298,2
-76.6634,39.3292,1
-76.6634,39.3329,4
-76.6634,39.3468,1
-76.6633,39.2734,1
-76.6633,39.2777,1
-76.6633,39.2971,1
-76.6633,39.3026,1
-76.6633,39.3118,1
-76.6633,39.3327,1
-76.6633,39.3415,2
-76.6632,39.2733,2
-76.6632,39.3067,1
-76.6632,39.3356,1
-76.6632,39.3489,1
-76.6632,39.3499,1
-76.6631,39.2946,1
-76.6631,39.2952,1
-76.663,39.2734,1
-76.6629,39.337,1
-76.6628,39.2926,2
-76.6628,39.2944,2
-76.6628,39.2975,1
-76.6628,39.3397,2
-76.6627,39.2944,1
-76.6627,39.3091,3
-76.6626,39.2768,1
-76.6625,39.3101,2
-76.6625,39.3294,1
-76.6625,39.3374,2
-76.6625,39.3384,1
-76.6625,39.3393,1
-76.6625,39.346,2
-76.6623,39.2946,1
-76.6623,39.2994,1
-76.6623,39.3094,1
-76.6623,39.3118,1
-76.6623,39.3377,1
-76.6622,39.2626,1
-76.6622,39.2948,1
-76.6622,39.3451,2
-76.6621,39.2635,1
-76.6621,39.3015,2
-76.6621,39.3076,1
-76.6621,39.345,1
-76.662,39.2636,2
-76.662,39.2922,1
-76.662,39.2955,5
-76.662,39.2994,3
-76.662,39.306,1
-76.662,39.3066,1
-76.662,39.3288,1
-76.662,39.3443,1
-76.662,39.35,1
-76.6619,39.315,3
-76.6619,39.3289,1
-76.6618,39.2956,1
-76.6618,39.3021,1
-76.6618,39.306,1
-76.6618,39.3439,1
-76.6618,39.3445,1
-76.6618,39.3446,1
-76.6617,39.3308,2
-76.6616,39.299,3
-76.6616,39.2999,1
-76.6616,39.3394,1
-76.6615,39.293,1
-76.6615,39.2939,1
-76.6615,39.2946,1
-76.6615,39.2956,1
-76.6615,39.2982,1
-76.6615,39.3074,1
-76.6615,39.3092,1
-76.6615,39.3304,1
-76.6615,39.3406,1
-76.6614,39.2933,2
-76.6614,39.2945,1
-76.6614,39.3118,1
-76.6613,39.3094,2
-76.6613,39.3103,2
-76.6613,39.3107,1
-76.6612,39.3104,1
-76.6612,39.3301,1
-76.6611,39.3014,1
-76.6611,39.3082,2
-76.6611,39.338,2
-76.661,39.2594,1
-76.661,39.307,1
-76.661,39.3074,1
-76.661,39.3075,1
-76.661,39.3366,1
-76.6609,39.3508,3
-76.6608,39.2945,1
-76.6608,39.3399,1
-76.6607,39.2952,1
-76.6607,39.3296,1
-76.6606,39.2879,1
-76.6606,39.2938,5
-76.6606,39.2957,1
-76.6606,39.3508,1
-76.6605,39.2902,1
-76.6605,39.3175,1
-76.6604,39.294,1
-76.6603,39.2879,1
-76.6603,39.2938,1
-76.6603,39.3176,1
-76.6603,39.3289,1
-76.6603,39.3417,2
-76.6602,39.3356,1
-76.6602,39.3357,2
-76.6601,39.3376,3
-76.6601,39.3382,1
-76.66,39.3311,1
-76.66,39.3417,1
-76.6599,39.3273,1
-76.6599,39.3285,1
-76.6599,39.3383,1
-76.6598,39.2602,1
-76.6598,39.3309,1
-76.6598,39.3324,2
-76.6597,39.2877,2
-76.6597,39.2945,1
-76.6597,39.3205,1
-76.6596,39.2636,1
-76.6596,39.2938,1
-76.6596,39.3464,1
-76.6595,39.2779,1
-76.6595,39.3325,1
-76.6594,39.2933,1
-76.6594,39.294,1
-76.6594,39.3268,1
-76.6594,39.3277,7
-76.6594,39.3471,2
-76.6593,39.3302,5
-76.6593,39.3346,1
-76.6593,39.3359,1
-76.6593,39.3449,1
-76.6593,39.3452,9
-76.6592,39.3195,1
-76.6592,39.3322,1
-76.6591,39.2887,4
-76.6591,39.2953,1
-76.6591,39.3407,1
-76.659,39.2781,1
-76.659,39.2787,3
-76.659,39.3155,3
-76.6589,39.2787,1
-76.6589,39.3444,1
-76.6588,39.2781,3
-76.6588,39.2946,1
-76.6588,39.2984,1
-76.6588,39.3371,1
-76.6587,39.2782,3
-76.6587,39.2882,1
-76.6586,39.2675,2
-76.6586,39.2877,1
-76.6586,39.342,1
-76.6585,39.2612,1
-76.6585,39.2789,1
-76.6585,39.2818,1
-76.6585,39.283,2
-76.6585,39.2946,2
-76.6585,39.3266,2
-76.6585,39.3381,1
-76.6585,39.3382,4
-76.6585,39.3425,1
-76.6584,39.2802,2
-76.6584,39.2866,2
-76.6584,39.2983,2
-76.6584,39.3182,1
-76.6584,39.3286,1
-76.6584,39.3314,2
-76.6584,39.3383,1
-76.6584,39.3384,2
-76.6583,39.2866,1
-76.6583,39.3016,6
-76.6583,39.3297,1
-76.6583,39.3381,1
-76.6583,39.3409,1
-76.6582,39.2819,2
-76.6582,39.2889,1
-76.6582,39.3006,14
-76.6582,39.3014,1
-76.6582,39.3016,1
-76.6582,39.318,10
-76.6582,39.3299,1
-76.6581,39.279,1
-76.6581,39.3305,1
-76.6581,39.3306,1
-76.6581,39.3336,1
-76.658,39.2867,2
-76.658,39.294,2
-76.658,39.2951,1
-76.658,39.3303,1
-76.658,39.3334,2
-76.6579,39.2805,1
-76.6579,39.282,1
-76.6579,39.3333,1
-76.6579,39.3362,1
-76.6578,39.2962,1
-76.6577,39.2816,1
-76.6577,39.2838,1
-76.6577,39.2882,2
-76.6577,39.3252,1
-76.6577,39.3289,1
-76.6576,39.2785,1
-76.6576,39.2941,1
-76.6576,39.2983,2
-76.6576,39.3005,1
-76.6576,39.3188,1
-76.6576,39.3691,1
-76.6575,39.269,2
-76.6575,39.2833,7
-76.6575,39.3016,1
-76.6575,39.3189,2
-76.6575,39.3274,2
-76.6574,39.2786,1
-76.6574,39.3005,1
-76.6573,39.2655,1
-76.6573,39.3096,9
-76.6572,39.2884,4
-76.6572,39.2946,1
-76.6572,39.3095,1
-76.6572,39.3106,1
-76.6571,39.3221,1
-76.6571,39.3362,1
-76.657,39.2935,1
-76.657,39.2955,1
-76.657,39.2976,1
-76.657,39.2977,2
-76.657,39.2996,2
-76.657,39.3691,1
-76.6569,39.2576,2
-76.6569,39.2884,1
-76.6569,39.289,1
-76.6568,39.2857,3
-76.6568,39.2876,1
-76.6568,39.2941,2
-76.6568,39.3076,1
-76.6567,39.3076,1
-76.6567,39.3266,1
-76.6566,39.2781,1
-76.6566,39.2807,3
-76.6566,39.2848,3
-76.6566,39.2885,1
-76.6566,39.2935,2
-76.6566,39.2976,1
-76.6566,39.2985,1
-76.6566,39.3238,2
-76.6565,39.266,1
-76.6565,39.2781,1
-76.6565,39.2786,1
-76.6565,39.28,2
-76.6565,39.2831,1
-76.6565,39.2956,1
-76.6565,39.3161,4
-76.6564,39.2781,1
-76.6564,39.2799,1
-76.6564,39.2881,1
-76.6564,39.2948,2
-76.6563,39.2847,1
-76.6563,39.2933,3
-76.6563,39.3094,1
-76.6563,39.3223,1
-76.6562,39.281,1
-76.6562,39.2857,1
-76.6562,39.2863,1
-76.6561,39.279,1
-76.6561,39.281,1
-76.6561,39.3224,1
-76.656,39.2802,1
-76.656,39.2811,1
-76.656,39.2834,1
-76.656,39.3195,1
-76.656,39.3335,8
-76.6559,39.2833,1
-76.6559,39.2843,1
-76.6559,39.2844,1
-76.6559,39.3069,3
-76.6558,39.2562,1
-76.6558,39.2804,1
-76.6558,39.2834,9
-76.6558,39.2903,1
-76.6558,39.3062,1
-76.6558,39.3076,2
-76.6558,39.3077,2
-76.6558,39.3101,1
-76.6558,39.3195,7
-76.6557,39.3017,2
-76.6556,39.3102,1
-76.6555,39.3223,1
-76.6554,39.2793,1
-76.6554,39.2879,1
-76.6553,39.2837,1
-76.6552,39.2631,1
-76.6552,39.2941,3
-76.6552,39.3322,1
-76.6551,39.28,1
-76.6551,39.2838,1
-76.6551,39.3013,1
-76.6551,39.3087,1
-76.6551,39.319,2
-76.655,39.294,1
-76.655,39.2942,1
-76.655,39.3064,2
-76.655,39.3078,2
-76.655,39.3086,2
-76.6549,39.2792,1
-76.6549,39.284,7
-76.6549,39.2936,1
-76.6549,39.308,1
-76.6548,39.2646,3
-76.6548,39.2936,2
-76.6548,39.346,1
-76.6547,39.2792,2
-76.6547,39.2935,1
-76.6547,39.3662,3
-76.6546,39.2841,5
-76.6546,39.2862,1
-76.6545,39.2686,1
-76.6545,39.3018,6
-76.6545,39.3209,1
-76.6545,39.321,3
-76.6545,39.3608,1
-76.6543,39.3016,1
-76.6543,39.3018,3
-76.6542,39.3097,3
-76.6542,39.31,1
-76.6542,39.3108,2
-76.6542,39.3109,3
-76.6542,39.3114,1
-76.6541,39.2634,1
-76.6541,39.2809,1
-76.6541,39.2978,2
-76.6541,39.2997,1
-76.6541,39.3079,1
-76.6541,39.3086,1
-76.6541,39.3096,2
-76.6541,39.3108,1
-76.654,39.2537,1
-76.654,39.2977,1
-76.654,39.3069,1
-76.654,39.3088,1
-76.654,39.3186,19
-76.654,39.3305,1
-76.6539,39.2843,1
-76.6539,39.2947,1
-76.6539,39.3153,11
-76.6538,39.263,2
-76.6538,39.3055,1
-76.6538,39.32,2
-76.6537,39.2798,3
-76.6537,39.2971,1
-76.6537,39.3032,2
-76.6536,39.2657,2
-76.6536,39.2799,1
-76.6536,39.2882,1
-76.6536,39.2942,1
-76.6536,39.2997,3
-76.6536,39.3007,1
-76.6536,39.3127,1
-76.6535,39.2846,1
-76.6535,39.2986,2
-76.6535,39.2989,1
-76.6535,39.2992,2
-76.6535,39.3188,1
-76.6534,39.3305,1
-76.6533,39.2949,5
-76.6533,39.2961,2
-76.6533,39.3184,1
-76.6532,39.3157,1
-76.6531,39.2868,1
-76.6531,39.2912,1
-76.6531,39.3077,1
-76.653,39.2893,3
-76.653,39.3622,2
-76.6529,39.2664,2
-76.6529,39.3123,1
-76.6528,39.2873,1
-76.6528,39.2878,1
-76.6527,39.2622,1
-76.6527,39.3079,2
-76.6527,39.308,1
-76.6527,39.3087,3
-76.6526,39.2802,1
-76.6526,39.2814,4
-76.6526,39.2821,1
-76.6526,39.2825,1
-76.6526,39.2827,1
-76.6526,39.283,1
-76.6526,39.2839,2
-76.6526,39.2845,1
-76.6526,39.3067,1
-76.6526,39.3068,3
-76.6526,39.3092,2
-76.6525,39.2825,1
-76.6525,39.2972,1
-76.6525,39.305,6
-76.6525,39.3051,1
-76.6524,39.2875,1
-76.6524,39.297,2
-76.6524,39.3057,1
-76.6523,39.2868,1
-76.6522,39.2668,2
-76.6522,39.2808,1
-76.6522,39.281,1
-76.6522,39.2905,1
-76.6521,39.2553,1
-76.6521,39.2669,2
-76.6521,39.2682,3
-76.6521,39.2808,2
-76.6521,39.2849,1
-76.6521,39.2917,2
-76.652,39.2554,2
-76.652,39.2839,1
-76.652,39.2849,1
-76.652,39.2866,1
-76.652,39.2867,1
-76.652,39.2905,1
-76.652,39.3439,5
-76.6519,39.2823,1
-76.6519,39.2828,2
-76.6519,39.2837,1
-76.6519,39.2845,1
-76.6519,39.2894,1
-76.6519,39.318,1
-76.6519,39.3438,3
-76.6518,39.2802,1
-76.6518,39.2829,2
-76.6518,39.3078,1
-76.6517,39.2561,1
-76.6517,39.2666,1
-76.6516,39.2543,3
-76.6516,39.2654,1
-76.6516,39.2673,3
-76.6516,39.2849,1
-76.6516,39.2897,3
-76.6515,39.2542,4
-76.6515,39.2849,2
-76.6515,39.3078,1
-76.6515,39.3119,2
-76.6515,39.3123,1
-76.6514,39.2675,1
-76.6514,39.269,1
-76.6514,39.2885,4
-76.6514,39.2927,2
-76.6514,39.3098,1
-76.6514,39.3108,1
-76.6513,39.2525,1
-76.6513,39.284,2
-76.6513,39.2845,1
-76.6513,39.2846,1
-76.6513,39.3078,1
-76.6513,39.3088,3
-76.6513,39.309,2
-76.6513,39.3322,1
-76.6512,39.2551,1
-76.6512,39.2688,10
-76.6512,39.3066,1
-76.6512,39.3069,1
-76.6511,39.2653,1
-76.6511,39.2807,1
-76.6511,39.2949,2
-76.6511,39.3108,1
-76.6511,39.3172,2
-76.6509,39.2635,8
-76.6509,39.2812,1
-76.6509,39.3182,1
-76.6507,39.3088,2
-76.6506,39.2676,1
-76.6506,39.2684,7
-76.6506,39.2871,2
-76.6506,39.2912,1
-76.6505,39.2675,1
-76.6505,39.2806,1
-76.6505,39.2835,2
-76.6505,39.2945,2
-76.6505,39.295,2
-76.6504,39.2638,7
-76.6504,39.2665,1
-76.6504,39.2684,6
-76.6504,39.2928,1
-76.6504,39.2929,4
-76.6503,39.2547,1
-76.6503,39.2638,1
-76.6503,39.2802,1
-76.6503,39.2849,1
-76.6503,39.2871,1
-76.6503,39.2919,1
-76.6502,39.2548,1
-76.6502,39.2645,1
-76.6502,39.2665,1
-76.6502,39.2675,1
-76.6502,39.28,1
-76.6502,39.2923,2
-76.6502,39.3109,1
-76.6501,39.254,2
-76.6501,39.2856,1
-76.6501,39.2871,5
-76.6501,39.2964,1
-76.6501,39.3152,1
-76.6501,39.3165,2
-76.65,39.2662,1
-76.65,39.28,1
-76.65,39.2849,1
-76.65,39.2851,1
-76.65,39.288,1
-76.65,39.295,1
-76.65,39.2974,3
-76.6499,39.3088,1
-76.6499,39.3174,1
-76.6498,39.2824,1
-76.6498,39.2829,1
-76.6498,39.2835,2
-76.6498,39.2968,1
-76.6498,39.3066,1
-76.6498,39.3153,1
-76.6498,39.3196,1
-76.6497,39.265,1
-76.6497,39.2809,1
-76.6497,39.3053,1
-76.6497,39.3162,1
-76.6496,39.2673,1
-76.6496,39.2913,1
-76.6496,39.2964,1
-76.6495,39.2692,1
-76.6495,39.2812,1
-76.6495,39.3109,1
-76.6494,39.2529,1
-76.6494,39.2694,2
-76.6494,39.2918,1
-76.6494,39.2998,2
-76.6493,39.2528,1
-76.6493,39.2813,2
-76.6493,39.2859,1
-76.6493,39.3003,1
-76.6492,39.2831,1
-76.6492,39.285,2
-76.6492,39.2871,1
-76.6492,39.2913,1
-76.6492,39.2959,1
-76.6492,39.2975,3
-76.6491,39.2547,1
-76.6491,39.2667,1
-76.6491,39.2842,1
-76.6491,39.285,1
-76.6491,39.2942,1
-76.6491,39.2952,2
-76.6491,39.2968,1
-76.649,39.2571,1
-76.649,39.2928,1
-76.649,39.2938,2
-76.649,39.3109,1
-76.6489,39.287,1
-76.6489,39.288,2
-76.6489,39.2913,1
-76.6489,39.307,1
-76.6489,39.3089,3
-76.6489,39.3118,1
-76.6489,39.3181,1
-76.6488,39.2545,1
-76.6488,39.2871,1
-76.6488,39.2882,6
-76.6488,39.2912,2
-76.6488,39.3066,1
-76.6488,39.3099,1
-76.6488,39.3168,2
-76.6487,39.2871,1
-76.6486,39.285,2
-76.6486,39.2852,8
-76.6486,39.2862,1
-76.6486,39.2871,1
-76.6486,39.3179,1
-76.6485,39.2701,1
-76.6485,39.2802,1
-76.6485,39.2837,1
-76.6485,39.2841,2
-76.6485,39.2963,3
-76.6485,39.2974,1
-76.6485,39.2999,1
-76.6484,39.2591,2
-76.6484,39.2816,1
-76.6484,39.2827,3
-76.6484,39.2828,1
-76.6484,39.285,1
-76.6484,39.2978,1
-76.6484,39.2979,1
-76.6484,39.2991,2
-76.6484,39.2998,2
-76.6483,39.2536,1
-76.6483,39.2664,2
-76.6483,39.2824,1
-76.6483,39.2986,1
-76.6483,39.3115,1
-76.6483,39.313,2
-76.6482,39.2944,1
-76.6482,39.3091,1
-76.6481,39.2945,1
-76.6481,39.2997,1
-76.6481,39.3072,1
-76.6481,39.3073,1
-76.6481,39.3186,1
-76.648,39.2535,1
-76.648,39.2817,2
-76.648,39.2895,1
-76.648,39.2976,2
-76.648,39.2986,2
-76.648,39.3067,4
-76.648,39.3083,2
-76.648,39.3088,1
-76.648,39.309,2
-76.6479,39.285,1
-76.6479,39.2906,1
-76.6479,39.3053,1
-76.6479,39.307,1
-76.6478,39.2809,2
-76.6478,39.2857,1
-76.6478,39.2872,2
-76.6478,39.2913,1
-76.6478,39.3183,1
-76.6477,39.2825,1
-76.6477,39.2843,1
-76.6477,39.2875,1
-76.6477,39.2889,2
-76.6477,39.3004,1
-76.6476,39.2905,2
-76.6476,39.2988,6
-76.6476,39.2994,1
-76.6476,39.3014,1
-76.6476,39.3144,1
-76.6476,39.3159,2
-76.6476,39.3165,1
-76.6476,39.3167,1
-76.6475,39.2965,1
-76.6475,39.2976,1
-76.6475,39.3108,1
-76.6475,39.3114,2
-76.6474,39.283,1
-76.6474,39.2952,2
-76.6474,39.3179,1
-76.6473,39.2517,2
-76.6473,39.2691,1
-76.6473,39.2867,1
-76.6473,39.293,1
-76.6473,39.2939,2
-76.6473,39.3053,1
-76.6473,39.3079,1
-76.6473,39.3567,1
-76.6472,39.2804,2
-76.6472,39.2917,2
-76.6472,39.3052,2
-76.6472,39.3061,1
-76.6472,39.3072,1
-76.6472,39.3155,1
-76.6471,39.2517,1
-76.6471,39.2894,1
-76.6471,39.3008,1
-76.647,39.2513,1
-76.647,39.253,1
-76.647,39.2818,1
-76.647,39.2871,2
-76.647,39.2882,1
-76.647,39.2899,1
-76.647,39.2901,1
-76.6469,39.2515,1
-76.6469,39.2517,3
-76.6469,39.2857,1
-76.6469,39.2861,1
-76.6469,39.2868,1
-76.6469,39.2869,1
-76.6469,39.3119,1
-76.6468,39.2687,1
-76.6468,39.2843,1
-76.6468,39.2851,1
-76.6468,39.2852,2
-76.6468,39.2856,1
-76.6468,39.286,1
-76.6468,39.2976,1
-76.6467,39.2827,1
-76.6467,39.2832,1
-76.6467,39.2837,1
-76.6467,39.2838,1
-76.6467,39.2846,2
-76.6467,39.2987,1
-76.6466,39.2809,1
-76.6466,39.2811,1
-76.6466,39.282,1
-76.6466,39.2921,1
-76.6466,39.2939,1
-76.6466,39.3052,1
-76.6466,39.3111,1
-76.6466,39.3113,2
-76.6465,39.2843,1
-76.6465,39.292,1
-76.6465,39.2939,3
-76.6465,39.2987,1
-76.6465,39.3082,5
-76.6465,39.3124,2
-76.6464,39.2894,1
-76.6464,39.2963,3
-76.6464,39.3067,1
-76.6464,39.3069,1
-76.6464,39.308,9
-76.6464,39.3112,2
-76.6464,39.3132,7
-76.6464,39.3154,2
-76.6463,39.3048,1
-76.6463,39.3053,2
-76.6463,39.3093,1
-76.6463,39.3133,3
-76.6462,39.2513,1
-76.6462,39.2869,2
-76.6462,39.292,2
-76.6461,39.2512,2
-76.6461,39.2556,1
-76.6461,39.2953,1
-76.6461,39.3067,1
-76.6461,39.3611,1
-76.646,39.2515,2
-76.646,39.2843,2
-76.646,39.2848,1
-76.646,39.2889,1
-76.646,39.294,2
-76.646,39.301,2
-76.646,39.3136,1
-76.646,39.3144,1
-76.646,39.3407,1
-76.6459,39.2627,1
-76.6459,39.2831,2
-76.6459,39.2832,2
-76.6458,39.2522,1
-76.6458,39.282,1
-76.6458,39.2965,1
-76.6458,39.2977,1
-76.6458,39.3164,1
-76.6457,39.2548,2
-76.6457,39.3002,4
-76.6457,39.3127,1
-76.6456,39.2883,1
-76.6456,39.2989,1
-76.6455,39.2923,2
-76.6455,39.2948,2
-76.6455,39.3043,1
-76.6455,39.3068,1
-76.6455,39.307,1
-76.6455,39.3074,2
-76.6455,39.3125,2
-76.6455,39.3436,1
-76.6454,39.2837,1
-76.6454,39.2907,1
-76.6454,39.291,1
-76.6454,39.3068,4
-76.6454,39.3069,1
-76.6454,39.31,1
-76.6453,39.2529,1
-76.6453,39.2914,2
-76.6453,39.3054,1
-76.6453,39.3142,2
-76.6453,39.3441,1
-76.6452,39.2869,1
-76.6452,39.2874,1
-76.6452,39.289,1
-76.6452,39.3032,2
-76.6451,39.2853,4
-76.6451,39.3069,2
-76.6451,39.31,3
-76.645,39.2825,2
-76.645,39.2827,3
-76.645,39.2833,1
-76.645,39.2836,1
-76.645,39.2838,1
-76.645,39.2842,7
-76.645,39.2844,1
-76.645,39.2852,1
-76.645,39.3089,2
-76.645,39.3092,1
-76.6449,39.3068,2
-76.6449,39.308,1
-76.6449,39.3093,1
-76.6449,39.3135,2
-76.6448,39.2989,1
-76.6448,39.3046,1
-76.6448,39.3055,4
-76.6448,39.3057,4
-76.6448,39.3068,1
-76.6447,39.2545,2
-76.6447,39.2561,2
-76.6447,39.2844,1
-76.6447,39.2988,1
-76.6447,39.3035,1
-76.6447,39.304,1
-76.6447,39.3041,2
-76.6447,39.306,4
-76.6446,39.2576,1
-76.6446,39.2674,1
-76.6446,39.2882,2
-76.6446,39.3013,1
-76.6446,39.3079,2
-76.6446,39.3117,3
-76.6445,39.2614,2
-76.6445,39.2886,1
-76.6445,39.2891,1
-76.6445,39.2895,1
-76.6445,39.3,1
-76.6445,39.3013,1
-76.6445,39.3019,1
-76.6445,39.3049,1
-76.6445,39.3054,3
-76.6445,39.3065,2
-76.6445,39.3074,1
-76.6444,39.2991,1
-76.6444,39.3012,1
-76.6444,39.3047,1
-76.6444,39.309,1
-76.6444,39.332,1
-76.6443,39.2512,1
-76.6443,39.2579,1
-76.6443,39.2843,1
-76.6443,39.2953,1
-76.6443,39.2995,1
-76.6443,39.3047,1
-76.6443,39.3069,2
-76.6443,39.3077,1
-76.6443,39.3101,1
-76.6442,39.2573,3
-76.6442,39.2864,1
-76.6442,39.3068,1
-76.6442,39.3114,1
-76.6442,39.3319,1
-76.6441,39.2922,1
-76.6441,39.2924,1
-76.6441,39.2959,2
-76.6441,39.3038,2
-76.6441,39.3069,7
-76.6441,39.3084,1
-76.644,39.2831,1
-76.644,39.2901,1
-76.644,39.2907,1
-76.6439,39.2884,2
-76.6439,39.2914,4
-76.6439,39.3128,1
-76.6439,39.3578,1
-76.6438,39.2559,1
-76.6438,39.2829,2
-76.6438,39.2831,1
-76.6438,39.2989,1
-76.6438,39.3031,1
-76.6437,39.2829,1
-76.6437,39.2988,1
-76.6437,39.3041,1
-76.6437,39.3047,1
-76.6437,39.3055,2
-76.6436,39.255,1
-76.6436,39.2632,1
-76.6436,39.2833,1
-76.6436,39.2844,1
-76.6436,39.2952,1
-76.6435,39.2603,1
-76.6435,39.2822,3
-76.6435,39.3043,2
-76.6435,39.3051,4
-76.6435,39.3052,1
-76.6435,39.308,1
-76.6434,39.2835,1
-76.6434,39.2873,1
-76.6434,39.3051,6
-76.6434,39.3054,1
-76.6434,39.307,1
-76.6433,39.2908,1
-76.6433,39.2941,1
-76.6433,39.301,3
-76.6433,39.3033,4
-76.6433,39.3121,1
-76.6432,39.2569,3
-76.6432,39.2888,1
-76.6432,39.3015,5
-76.6431,39.2567,1
-76.6431,39.3029,1
-76.6431,39.31,1
-76.643,39.2831,2
-76.643,39.2843,2
-76.643,39.2908,2
-76.643,39.309,1
-76.643,39.3091,2
-76.6429,39.2555,1
-76.6429,39.2628,1
-76.6429,39.2822,2
-76.6429,39.2906,1
-76.6429,39.2966,9
-76.6429,39.2981,2
-76.6428,39.2554,1
-76.6428,39.2555,3
-76.6428,39.2942,2
-76.6428,39.2943,1
-76.6428,39.2983,1
-76.6428,39.309,2
-76.6427,39.2602,2
-76.6427,39.2826,1
-76.6427,39.2906,1
-76.6427,39.3132,2
-76.6426,39.2563,1
-76.6426,39.2631,1
-76.6426,39.2823,1
-76.6426,39.2906,4
-76.6426,39.3001,4
-76.6426,39.3085,1
-76.6426,39.3087,1
-76.6426,39.3101,2
-76.6426,39.3102,1
-76.6426,39.3175,1
-76.6425,39.2884,1
-76.6425,39.2889,2
-76.6425,39.3073,3
-76.6425,39.3101,2
-76.6425,39.3175,2
-76.6424,39.2872,1
-76.6424,39.2891,1
-76.6423,39.2859,1
-76.6423,39.2863,1
-76.6423,39.3069,1
-76.6423,39.3115,1
-76.6423,39.3448,1
-76.6422,39.2753,8
-76.6422,39.2841,1
