long,lat,n
-76.6422,39.2845,1
-76.6422,39.286,1
-76.6421,39.2828,1
-76.6421,39.2829,1
-76.6421,39.3127,1
-76.642,39.3064,1
-76.642,39.3129,1
-76.642,39.3404,1
-76.6419,39.3095,4
-76.6418,39.3014,1
-76.6418,39.303,1
-76.6418,39.3037,1
-76.6418,39.3088,1
-76.6418,39.3139,1
-76.6418,39.3374,1
-76.6417,39.2756,5
-76.6417,39.3001,1
-76.6417,39.3012,3
-76.6417,39.3013,2
-76.6417,39.3116,1
-76.6416,39.2984,1
-76.6416,39.2992,1
-76.6416,39.3014,2
-76.6416,39.3078,1
-76.6415,39.2524,1
-76.6415,39.2896,1
-76.6415,39.2908,1
-76.6415,39.3107,1
-76.6414,39.2841,1
-76.6414,39.2842,1
-76.6414,39.2954,1
-76.6414,39.3076,1
-76.6414,39.3102,3
-76.6414,39.3116,1
-76.6413,39.307,1
-76.6413,39.3106,1
-76.6412,39.2921,1
-76.6412,39.3069,1
-76.6412,39.3089,1
-76.6412,39.3133,1
-76.6411,39.2638,1
-76.6411,39.2897,2
-76.6411,39.3012,1
-76.6411,39.3113,1
-76.6411,39.3121,1
-76.6411,39.346,1
-76.641,39.2531,1
-76.641,39.2625,4
-76.641,39.2628,1
-76.641,39.2763,1
-76.641,39.3026,1
-76.641,39.3097,3
-76.641,39.3102,1
-76.641,39.332,3
-76.6409,39.286,1
-76.6409,39.3097,1
-76.6409,39.3157,2
-76.6409,39.3451,1
-76.6408,39.2844,1
-76.6408,39.2852,2
-76.6408,39.3071,1
-76.6407,39.2834,1
-76.6407,39.2851,1
-76.6407,39.307,2
-76.6407,39.31,5
-76.6407,39.314,1
-76.6406,39.2839,1
-76.6406,39.3,1
-76.6406,39.3055,2
-76.6405,39.2896,1
-76.6405,39.3039,1
-76.6405,39.3439,1
-76.6404,39.2891,1
-76.6404,39.2896,2
-76.6404,39.2953,1
-76.6404,39.3034,4
-76.6403,39.3019,1
-76.6403,39.3067,7
-76.6402,39.2991,1
-76.6402,39.3001,1
-76.6401,39.248,2
-76.6401,39.2633,3
-76.6401,39.2834,1
-76.6401,39.2979,2
-76.6401,39.2997,2
-76.6401,39.3426,2
-76.64,39.2631,1
-76.64,39.2896,1
-76.64,39.2983,1
-76.64,39.3321,1
-76.64,39.3323,1
-76.6399,39.2841,1
-76.6399,39.2942,1
-76.6399,39.3077,1
-76.6398,39.2485,1
-76.6398,39.2489,1
-76.6398,39.2884,1
-76.6398,39.3119,1
-76.6397,39.2632,1
-76.6397,39.2914,1
-76.6397,39.2923,1
-76.6397,39.2926,5
-76.6397,39.3025,1
-76.6397,39.3132,1
-76.6396,39.2499,3
-76.6396,39.2885,3
-76.6396,39.3075,1
-76.6395,39.2886,2
-76.6395,39.3075,1
-76.6395,39.3266,1
-76.6395,39.3412,1
-76.6394,39.2842,1
-76.6394,39.2845,1
-76.6394,39.2846,1
-76.6394,39.2855,1
-76.6394,39.2978,1
-76.6394,39.2989,4
-76.6394,39.3368,1
-76.6393,39.3,1
-76.6392,39.2968,1
-76.6392,39.3126,1
-76.6392,39.3333,2
-76.6391,39.2968,1
-76.6391,39.2991,1
-76.6391,39.3056,1
-76.639,39.2885,1
-76.639,39.3012,2
-76.639,39.3034,4
-76.639,39.3072,1
-76.639,39.3326,7
-76.6389,39.3007,1
-76.6389,39.3313,1
-76.6388,39.2846,4
-76.6388,39.3135,1
-76.6388,39.316,1
-76.6387,39.2833,1
-76.6387,39.2969,2
-76.6387,39.2979,2
-76.6387,39.2998,1
-76.6387,39.3007,2
-76.6387,39.311,1
-76.6386,39.2811,1
-76.6386,39.2859,2
-76.6386,39.2963,1
-76.6386,39.2984,1
-76.6386,39.2986,1
-76.6386,39.3106,1
-76.6386,39.3394,1
-76.6385,39.2549,1
-76.6385,39.3165,1
-76.6385,39.3358,3
-76.6384,39.2923,1
-76.6384,39.3149,1
-76.6384,39.3151,1
-76.6383,39.2898,2
-76.6383,39.2909,1
-76.6383,39.3034,1
-76.6382,39.2785,4
-76.6382,39.2885,1
-76.6382,39.2886,3
-76.6382,39.291,2
-76.6382,39.304,2
-76.6381,39.2477,1
-76.6381,39.2855,1
-76.6381,39.2865,2
-76.6381,39.2881,1
-76.6381,39.3114,1
-76.638,39.2845,1
-76.638,39.2851,2
-76.638,39.2856,4
-76.638,39.287,1
-76.638,39.3064,1
-76.638,39.3129,1
-76.6379,39.2627,2
-76.6379,39.2835,2
-76.6379,39.3012,1
-76.6379,39.3364,2
-76.6378,39.2825,3
-76.6378,39.283,1
-76.6378,39.3103,1
-76.6377,39.2826,2
-76.6377,39.2966,1
-76.6377,39.3048,1
-76.6377,39.3076,1
-76.6377,39.3078,1
-76.6376,39.2628,2
-76.6376,39.2855,1
-76.6376,39.2885,1
-76.6376,39.3059,3
-76.6376,39.3154,1
-76.6375,39.2789,1
-76.6375,39.2865,1
-76.6375,39.2875,2
-76.6375,39.3012,1
-76.6375,39.3035,5
-76.6375,39.3075,2
-76.6374,39.2813,2
-76.6374,39.2855,5
-76.6374,39.2857,1
-76.6374,39.3015,1
-76.6374,39.3091,2
-76.6374,39.3376,1
-76.6373,39.2813,1
-76.6373,39.2855,1
-76.6373,39.2975,1
-76.6372,39.2816,2
-76.6372,39.2855,1
-76.6372,39.2956,1
-76.6371,39.2819,1
-76.6371,39.2948,1
-76.6371,39.296,1
-76.6371,39.3063,1
-76.6371,39.3149,1
-76.637,39.2867,1
-76.637,39.2887,1
-76.637,39.2926,1
-76.637,39.2945,1
-76.637,39.2946,2
-76.637,39.2955,1
-76.637,39.3054,1
-76.637,39.3102,2
-76.637,39.3104,4
-76.637,39.3116,3
-76.6369,39.2473,3
-76.6369,39.29,1
-76.6369,39.291,4
-76.6369,39.3055,1
-76.6368,39.2787,1
-76.6368,39.2796,1
-76.6368,39.2811,2
-76.6368,39.2856,1
-76.6368,39.2887,2
-76.6368,39.3001,1
-76.6368,39.3096,3
-76.6367,39.2865,1
-76.6367,39.2867,1
-76.6367,39.2887,2
-76.6367,39.3096,2
-76.6366,39.2789,1
-76.6366,39.2872,1
-76.6365,39.3082,2
-76.6365,39.338,1
-76.6364,39.2622,1
-76.6364,39.3074,3
-76.6363,39.2468,1
-76.6363,39.2813,1
-76.6363,39.2823,1
-76.6363,39.2992,1
-76.6363,39.3048,1
-76.6362,39.2784,1
-76.6362,39.2823,1
-76.6362,39.291,1
-76.6362,39.3039,3
-76.6362,39.3073,1
-76.6362,39.3153,1
-76.6362,39.3156,1
-76.6362,39.3161,1
-76.6362,39.3169,1
-76.6361,39.2785,1
-76.6361,39.2801,1
-76.6361,39.2903,1
-76.6361,39.3055,1
-76.636,39.281,2
-76.636,39.2857,1
-76.636,39.3009,1
-76.636,39.3013,1
-76.636,39.3071,1
-76.636,39.317,1
-76.636,39.3343,2
-76.6359,39.298,1
-76.6359,39.2992,1
-76.6359,39.3007,1
-76.6359,39.3061,1
-76.6359,39.3125,1
-76.6357,39.2788,1
-76.6357,39.2944,1
-76.6357,39.2951,1
-76.6357,39.2957,1
-76.6357,39.3062,1
-76.6357,39.3077,1
-76.6357,39.3088,4
-76.6357,39.309,1
-76.6357,39.3139,7
-76.6356,39.2829,2
-76.6356,39.3334,2
-76.6355,39.2787,1
-76.6355,39.2807,2
-76.6355,39.2812,1
-76.6355,39.3327,1
-76.6354,39.2821,1
-76.6354,39.3076,1
-76.6354,39.3151,1
-76.6353,39.2878,1
-76.6353,39.304,5
-76.6353,39.3309,1
-76.6352,39.2856,1
-76.6352,39.2866,1
-76.6352,39.2868,1
-76.6352,39.2886,1
-76.6352,39.3003,1
-76.6351,39.2857,1
-76.6351,39.3038,1
-76.6351,39.3596,1
-76.635,39.2898,1
-76.635,39.2909,1
-76.635,39.2967,1
-76.6349,39.3055,1
-76.6349,39.3159,1
-76.6349,39.3161,2
-76.6349,39.3623,1
-76.6349,39.3645,1
-76.6348,39.2633,1
-76.6348,39.2961,2
-76.6347,39.2801,2
-76.6347,39.282,3
-76.6347,39.3014,1
-76.6347,39.3095,1
-76.6346,39.2871,2
-76.6346,39.2873,1
-76.6346,39.2948,1
-76.6346,39.2993,2
-76.6346,39.3034,1
-76.6346,39.3042,1
-76.6346,39.3068,2
-76.6346,39.3081,1
-76.6346,39.3561,1
-76.6345,39.2868,1
-76.6345,39.3069,1
-76.6345,39.3411,1
-76.6345,39.342,1
-76.6344,39.2814,1
-76.6344,39.2815,1
-76.6344,39.2955,1
-76.6344,39.2961,1
-76.6343,39.2789,1
-76.6343,39.3107,1
-76.6342,39.2888,1
-76.6342,39.2964,1
-76.6342,39.3017,7
-76.6342,39.3031,4
-76.6342,39.3126,1
-76.6341,39.2559,2
-76.6341,39.2818,1
-76.6341,39.2981,1
-76.6341,39.3066,1
-76.634,39.2808,1
-76.634,39.2898,1
-76.634,39.2981,1
-76.634,39.3017,1
-76.634,39.3075,2
-76.634,39.3161,1
-76.6339,39.3086,4
-76.6338,39.245,1
-76.6338,39.282,3
-76.6338,39.2873,1
-76.6338,39.2883,1
-76.6338,39.2888,1
-76.6338,39.2996,1
-76.6337,39.2868,2
-76.6337,39.2878,15
-76.6337,39.2888,1
-76.6337,39.3136,2
-76.6337,39.3145,1
-76.6336,39.2635,1
-76.6336,39.2638,1
-76.6336,39.282,1
-76.6336,39.2974,3
-76.6336,39.3043,1
-76.6336,39.3062,1
-76.6335,39.2621,1
-76.6335,39.2637,1
-76.6335,39.283,1
-76.6335,39.3059,1
-76.6334,39.2447,1
-76.6334,39.2821,2
-76.6333,39.2643,1
-76.6333,39.2824,1
-76.6333,39.2924,1
-76.6333,39.3026,2
-76.6333,39.3031,1
-76.6332,39.2625,4
-76.6332,39.2643,1
-76.6332,39.2644,3
-76.6332,39.2832,1
-76.6332,39.2916,1
-76.6331,39.2504,1
-76.6331,39.3067,1
-76.633,39.2504,1
-76.633,39.28,1
-76.633,39.3048,1
-76.633,39.3049,1
-76.633,39.3067,3
-76.633,39.3621,1
-76.6329,39.2633,1
-76.6329,39.3008,2
-76.6329,39.3066,4
-76.6329,39.3145,1
-76.6328,39.25,1
-76.6328,39.29,1
-76.6328,39.3055,1
-76.6328,39.3065,4
-76.6328,39.3109,3
-76.6327,39.2507,1
-76.6327,39.2957,1
-76.6327,39.2974,1
-76.6327,39.3106,3
-76.6327,39.3145,1
-76.6327,39.3153,1
-76.6327,39.3157,3
-76.6326,39.2829,1
-76.6326,39.2899,1
-76.6326,39.3011,1
-76.6325,39.2625,2
-76.6325,39.2821,1
-76.6325,39.2911,3
-76.6325,39.3157,3
-76.6325,39.3166,4
-76.6324,39.2858,1
-76.6324,39.2924,3
-76.6324,39.3052,2
-76.6323,39.2868,1
-76.6323,39.2951,2
-76.6323,39.3087,1
-76.6322,39.2826,1
-76.6322,39.2906,1
-76.6322,39.3122,1
-76.6322,39.3144,1
-76.6321,39.2873,1
-76.6321,39.2889,1
-76.6321,39.2976,1
-76.6321,39.3014,1
-76.6321,39.3061,1
-76.632,39.2825,1
-76.632,39.2945,1
-76.632,39.2955,2
-76.632,39.3013,4
-76.6319,39.2834,1
-76.6318,39.2633,1
-76.6318,39.2817,3
-76.6318,39.2822,1
-76.6318,39.3012,8
-76.6318,39.3028,2
-76.6318,39.3046,1
-76.6318,39.3057,5
-76.6317,39.2637,1
-76.6317,39.2823,2
-76.6317,39.3013,2
-76.6317,39.3058,1
-76.6316,39.2822,1
-76.6316,39.2899,1
-76.6316,39.2981,1
-76.6316,39.3029,1
-76.6316,39.3044,4
-76.6316,39.3045,1
-76.6315,39.2822,2
-76.6315,39.2901,8
-76.6315,39.315,1
-76.6315,39.3151,1
-76.6315,39.3166,6
-76.6315,39.3274,2
-76.6315,39.3275,2
-76.6315,39.3311,2
-76.6314,39.2486,2
-76.6314,39.2812,3
-76.6314,39.306,1
-76.6314,39.3153,1
-76.6314,39.3311,1
-76.6313,39.2497,1
-76.6313,39.2685,2
-76.6313,39.2926,1
-76.6313,39.3139,1
-76.6312,39.291,1
-76.6312,39.2925,2
-76.6311,39.25,3
-76.6311,39.2502,3
-76.6311,39.2806,1
-76.6311,39.2817,2
-76.6311,39.3077,2
-76.631,39.2501,1
-76.631,39.2817,1
-76.631,39.2905,2
-76.631,39.291,1
-76.631,39.2927,1
-76.631,39.3031,1
-76.631,39.3063,1
-76.631,39.3065,3
-76.6309,39.2484,1
-76.6309,39.2962,1
-76.6308,39.2499,1
-76.6308,39.2522,1
-76.6308,39.291,1
-76.6308,39.3003,1
-76.6308,39.3037,1
-76.6308,39.3409,2
-76.6308,39.3557,1
-76.6307,39.2905,1
-76.6307,39.2912,3
-76.6307,39.2974,1
-76.6306,39.2847,2
-76.6306,39.2873,1
-76.6306,39.2912,2
-76.6305,39.2495,2
-76.6305,39.2496,1
-76.6305,39.2813,1
-76.6305,39.3037,1
-76.6304,39.2497,2
-76.6304,39.2978,1
-76.6303,39.2961,1
-76.6303,39.3136,1
-76.6303,39.3278,1
-76.6302,39.243,4
-76.6302,39.283,1
-76.6302,39.2912,2
-76.6302,39.3107,1
-76.6302,39.33,1
-76.6301,39.2847,1
-76.6301,39.2912,3
-76.6301,39.2984,1
-76.6301,39.3043,3
-76.6301,39.3147,1
-76.63,39.2506,1
-76.63,39.2912,2
-76.63,39.3118,1
-76.6299,39.2506,1
-76.6299,39.2926,1
-76.6299,39.2982,1
-76.6299,39.3101,1
-76.6299,39.3298,1
-76.6298,39.2905,1
-76.6298,39.2907,1
-76.6298,39.3072,1
-76.6297,39.2912,2
-76.6297,39.2995,5
-76.6296,39.2926,1
-76.6296,39.3012,1
-76.6296,39.3028,1
-76.6295,39.2492,2
-76.6295,39.2931,1
-76.6295,39.3313,1
-76.6294,39.2489,1
-76.6294,39.249,1
-76.6293,39.2485,1
-76.6292,39.2485,2
-76.6291,39.2478,1
-76.6291,39.2861,2
-76.6291,39.3047,1
-76.6291,39.3067,1
-76.629,39.2478,2
-76.629,39.289,2
-76.6289,39.2477,2
-76.6289,39.2778,1
-76.6289,39.2871,1
-76.6289,39.2891,1
-76.6289,39.3,1
-76.6289,39.3007,1
-76.6289,39.3035,2
-76.6288,39.2465,1
-76.6288,39.282,1
-76.6288,39.3035,1
-76.6287,39.2454,1
-76.6287,39.2799,1
-76.6287,39.282,1
-76.6287,39.2987,1
-76.6287,39.3022,2
-76.6287,39.3371,2
-76.6286,39.2466,1
-76.6286,39.2913,3
-76.6286,39.2988,2
-76.6286,39.3005,3
-76.6286,39.3063,4
-76.6285,39.2459,3
-76.6285,39.2829,1
-76.6285,39.2972,1
-76.6284,39.2485,1
-76.6284,39.28,1
-76.6284,39.2902,1
-76.6284,39.3012,1
-76.6283,39.2829,1
-76.6283,39.3041,1
-76.6282,39.25,1
-76.6282,39.272,4
-76.6282,39.2989,1
-76.6282,39.3008,3
-76.6282,39.3072,1
-76.6281,39.2891,1
-76.628,39.3322,2
-76.6279,39.2928,1
-76.6279,39.298,4
-76.6279,39.2981,1
-76.6279,39.3026,2
-76.6279,39.3288,2
-76.6278,39.2464,1
-76.6278,39.2816,1
-76.6278,39.2979,3
-76.6278,39.2981,1
-76.6278,39.3073,1
-76.6277,39.2796,1
-76.6277,39.2808,1
-76.6276,39.2741,50
-76.6276,39.2818,1
-76.6276,39.2928,4
-76.6276,39.2947,3
-76.6276,39.3011,1
-76.6276,39.3012,8
-76.6275,39.2813,1
-76.6274,39.245,3
-76.6273,39.2481,1
-76.6273,39.2483,1
-76.6273,39.2807,2
-76.6272,39.2847,1
-76.6272,39.3451,1
-76.6271,39.2462,1
-76.627,39.2442,1
-76.627,39.2857,1
-76.627,39.3057,1
-76.6269,39.2443,1
-76.6269,39.2819,1
-76.6269,39.3014,1
-76.6268,39.2562,1
-76.6268,39.2563,2
-76.6268,39.3005,1
-76.6268,39.3314,1
-76.6267,39.2832,1
-76.6267,39.2884,1
-76.6267,39.3007,9
-76.6267,39.3289,1
-76.6265,39.2435,1
-76.6265,39.2776,1
-76.6265,39.2847,1
-76.6265,39.299,1
-76.6265,39.3002,1
-76.6265,39.3005,1
-76.6264,39.2534,2
-76.6264,39.2824,1
-76.6264,39.2885,1
-76.6264,39.2968,7
-76.6264,39.3009,1
-76.6263,39.3109,3
-76.6262,39.2434,1
-76.6262,39.2834,1
-76.6262,39.2835,1
-76.6261,39.2435,1
-76.6261,39.2473,1
-76.6261,39.3019,1
-76.626,39.2994,1
-76.626,39.3041,1
-76.6259,39.2431,1
-76.6259,39.2473,2
-76.6259,39.2882,1
-76.6259,39.3022,1
-76.6259,39.3086,1
-76.6258,39.2994,4
-76.6258,39.3278,1
-76.6258,39.3683,1
-76.6257,39.2431,1
-76.6257,39.2536,7
-76.6257,39.2743,1
-76.6257,39.2996,6
-76.6257,39.2999,1
-76.6257,39.3006,1
-76.6256,39.2491,1
-76.6256,39.2525,3
-76.6256,39.2536,1
-76.6256,39.2769,1
-76.6255,39.2765,1
-76.6255,39.2955,2
-76.6255,39.3015,1
-76.6255,39.311,1
-76.6254,39.2467,1
-76.6254,39.2948,1
-76.6254,39.2955,2
-76.6253,39.2466,2
-76.6253,39.2948,1
-76.6253,39.301,1
-76.6253,39.3016,1
-76.6253,39.3452,1
-76.6252,39.2466,1
-76.6252,39.2491,1
-76.6252,39.2955,1
-76.6252,39.3002,1
-76.6252,39.3011,1
-76.6252,39.3079,1
-76.6251,39.2441,1
-76.6251,39.2974,1
-76.6251,39.3015,1
-76.625,39.2442,1
-76.625,39.2853,1
-76.625,39.2996,2
-76.6249,39.2993,1
-76.6249,39.3013,1
-76.6247,39.2479,1
-76.6247,39.2533,6
-76.6247,39.2776,2
-76.6247,39.2801,1
-76.6246,39.244,1
-76.6246,39.2533,1
-76.6246,39.2753,2
-76.6246,39.2831,1
-76.6246,39.2846,1
-76.6245,39.2454,3
-76.6245,39.2532,2
-76.6245,39.2752,1
-76.6245,39.2994,2
-76.6245,39.3095,6
-76.6245,39.337,2
-76.6244,39.3215,1
-76.6243,39.2437,3
-76.6243,39.2985,6
-76.6243,39.3021,1
-76.6243,39.3226,1
-76.6242,39.2436,2
-76.6242,39.2786,6
-76.6241,39.2424,2
-76.624,39.2949,1
-76.624,39.307,3
-76.624,39.3187,2
-76.6239,39.245,3
-76.6239,39.2915,2
-76.6239,39.2929,1
-76.6238,39.2449,3
-76.6238,39.2497,1
-76.6238,39.3176,1
-76.6237,39.2485,2
-76.6237,39.2533,1
-76.6237,39.2875,1
-76.6237,39.2884,22
-76.6237,39.2892,2
-76.6237,39.2893,1
-76.6237,39.324,1
-76.6236,39.2806,1
-76.6235,39.285,2
-76.6235,39.2991,1
-76.6234,39.2428,1
-76.6234,39.2454,1
-76.6234,39.3073,1
-76.6233,39.2531,2
-76.6232,39.2512,1
-76.6232,39.2981,1
-76.6232,39.3063,1
-76.6232,39.3192,1
-76.6231,39.2426,2
-76.6231,39.2814,1
-76.6231,39.2823,12
-76.6231,39.2987,1
-76.623,39.2499,1
-76.623,39.2511,2
-76.623,39.2513,1
-76.623,39.2982,1
-76.623,39.2983,1
-76.6229,39.3189,2
-76.6229,39.3219,2
-76.6228,39.2456,4
-76.6228,39.2533,2
-76.6228,39.2855,1
-76.6227,39.2465,5
-76.6227,39.2514,2
-76.6227,39.2949,1
-76.6227,39.2958,1
-76.6226,39.2928,5
-76.6226,39.3034,11
-76.6225,39.2502,1
-76.6225,39.2915,7
-76.6225,39.2944,1
-76.6223,39.2438,1
-76.6223,39.2857,1
-76.6223,39.2883,1
-76.6223,39.3367,1
-76.6222,39.2456,1
-76.6222,39.2885,1
-76.6222,39.3221,1
-76.6221,39.2504,9
-76.6221,39.3198,1
-76.622,39.2938,1
-76.622,39.3005,2
-76.622,39.3367,2
-76.6219,39.2442,2
-76.6219,39.2456,2
-76.6219,39.3068,1
-76.6219,39.3353,1
-76.6218,39.2408,1
-76.6218,39.2495,1
-76.6217,39.2455,1
-76.6217,39.2495,1
-76.6217,39.3002,3
-76.6216,39.2471,1
-76.6215,39.3088,3
-76.6215,39.3213,1
-76.6214,39.3226,5
-76.6213,39.2939,4
-76.6212,39.2476,1
-76.6212,39.2487,2
-76.6212,39.2488,2
-76.6212,39.2537,2
-76.6212,39.292,1
-76.6212,39.2929,20
-76.6212,39.293,1
-76.6212,39.3075,1
-76.6211,39.2448,1
-76.6211,39.25,1
-76.6211,39.2916,16
-76.6211,39.2939,3
-76.621,39.2452,1
-76.621,39.2894,1
-76.621,39.2905,3
-76.621,39.291,1
-76.621,39.2918,2
-76.6209,39.2876,1
-76.6209,39.2877,1
-76.6209,39.2892,1
-76.6209,39.2894,2
-76.6209,39.2899,3
-76.6209,39.3357,1
-76.6208,39.2872,1
-76.6207,39.2853,1
-76.6207,39.2863,1
-76.6207,39.2993,8
-76.6207,39.3033,2
-76.6203,39.2537,4
-76.6203,39.3114,1
-76.6202,39.2512,1
-76.6202,39.2752,1
-76.6202,39.3004,2
-76.6201,39.2491,1
-76.6201,39.2983,2
-76.6201,39.2985,2
-76.6201,39.3219,1
-76.62,39.2974,1
-76.6199,39.2916,1
-76.6199,39.2949,1
-76.6198,39.294,2
-76.6197,39.2924,1
-76.6197,39.2929,3
-76.6197,39.293,3
-76.6197,39.2932,1
-76.6197,39.294,1
-76.6197,39.3014,2
-76.6197,39.3187,1
-76.6196,39.2911,3
-76.6196,39.2916,4
-76.6195,39.2894,16
-76.6195,39.2898,2
-76.6195,39.2905,1
-76.6195,39.3007,1
-76.6195,39.3386,1
-76.6194,39.2877,1
-76.6194,39.2894,2
-76.6194,39.2896,3
-76.6194,39.2899,2
-76.6194,39.29,2
-76.6194,39.2901,5
-76.6193,39.2864,1
-76.6193,39.2875,8
-76.6193,39.2985,1
-76.6192,39.3178,2
-76.6191,39.2497,1
-76.6191,39.253,1
-76.619,39.293,1
-76.6189,39.31,1
-76.6189,39.3142,1
-76.6188,39.2984,1
-76.6188,39.3003,1
-76.6188,39.3023,1
-76.6188,39.3194,1
-76.6185,39.2975,1
-76.6184,39.2477,1
-76.6184,39.2864,1
-76.6184,39.2963,1
-76.6183,39.3164,2
-76.6183,39.326,1
-76.6183,39.3376,1
-76.6182,39.293,6
-76.6182,39.2931,1
-76.6182,39.2936,1
-76.6182,39.3152,1
-76.6182,39.3153,1
-76.6181,39.2911,1
-76.6181,39.2917,3
-76.6181,39.2924,1
-76.6181,39.3112,1
-76.6181,39.3122,1
-76.6181,39.3133,1
-76.6181,39.3134,5
-76.6181,39.3155,1
-76.618,39.2781,1
-76.618,39.2782,1
-76.618,39.2906,1
-76.618,39.2924,1
-76.618,39.3118,1
-76.618,39.3122,5
-76.618,39.3123,1
-76.6179,39.2483,1
-76.6179,39.2893,2
-76.6179,39.2906,1
-76.6178,39.2473,1
-76.6178,39.2877,1
-76.6178,39.2895,5
-76.6178,39.3101,1
-76.6177,39.2865,3
-76.6177,39.2876,4
-76.6177,39.2879,1
-76.6177,39.2893,1
-76.6176,39.3033,1
-76.6176,39.3275,1
-76.6175,39.2524,1
-76.6174,39.2491,1
-76.6174,39.2779,1
-76.6173,39.2545,2
-76.6173,39.2788,1
-76.6173,39.3234,1
-76.6172,39.2951,3
-76.6172,39.2994,1
-76.6172,39.2996,1
-76.6172,39.3207,2
-76.6171,39.2778,1
-76.6171,39.2786,1
-76.6171,39.3179,3
-76.617,39.2915,1
-76.617,39.2969,1
-76.617,39.3044,2
-76.617,39.3112,1
-76.617,39.3121,10
-76.617,39.3164,2
-76.617,39.3165,1
-76.617,39.3173,1
-76.617,39.3174,4
-76.617,39.3178,1
-76.6169,39.2929,2
-76.6169,39.2941,1
-76.6169,39.2951,2
-76.6169,39.3044,1
-76.6168,39.2714,1
-76.6168,39.2774,1
-76.6168,39.311,3
-76.6168,39.3144,1
-76.6168,39.3153,1
-76.6168,39.3164,4
-76.6168,39.3178,1
-76.6167,39.3123,3
-76.6167,39.3125,1
-76.6167,39.3132,1
-76.6167,39.3144,4
-76.6166,39.2485,1
-76.6166,39.2778,1
-76.6166,39.2997,1
-76.6166,39.3103,1
-76.6166,39.3112,3
-76.6166,39.3125,1
-76.6165,39.2902,2
-76.6165,39.3087,1
-76.6165,39.3088,1
-76.6165,39.3098,4
-76.6165,39.311,3
-76.6164,39.3099,1
-76.6163,39.2784,1
-76.6163,39.2843,3
-76.6163,39.3316,1
-76.6162,39.3046,1
-76.6162,39.3647,1
-76.6161,39.3035,2
-76.6161,39.327,3
-76.616,39.2831,1
-76.616,39.3036,2
-76.616,39.3044,2
-76.616,39.3299,2
-76.6159,39.27,1
-76.6159,39.2809,1
-76.6159,39.281,1
-76.6159,39.3006,2
-76.6159,39.3011,1
-76.6158,39.2952,1
-76.6158,39.2987,3
-76.6158,39.3011,4
-76.6158,39.3012,1
-76.6158,39.3271,2
-76.6157,39.311,1
-76.6157,39.3224,1
-76.6157,39.3259,1
-76.6156,39.295,1
-76.6156,39.2952,1
-76.6156,39.2957,1
-76.6156,39.2958,1
-76.6156,39.3113,1
-76.6156,39.3195,1
-76.6156,39.3312,1
-76.6155,39.2942,2
-76.6155,39.2958,1
-76.6155,39.3208,2
-76.6154,39.2736,1
-76.6154,39.2763,1
-76.6154,39.2924,2
-76.6154,39.3165,1
-76.6154,39.3695,1
-76.6153,39.2494,2
-76.6153,39.2911,2
-76.6153,39.2918,1
-76.6153,39.2919,1
-76.6153,39.2924,2
-76.6153,39.2964,1
-76.6152,39.2897,1
-76.6151,39.2877,1
-76.6151,39.2903,1
-76.6151,39.291,1
-76.615,39.2514,12
-76.615,39.2849,2
-76.615,39.2887,1
-76.615,39.2896,1
-76.615,39.3283,1
-76.615,39.3293,1
-76.615,39.3307,9
-76.6149,39.2494,2
-76.6149,39.3088,1
-76.6149,39.3099,1
-76.6149,39.3296,2
-76.6149,39.3589,1
-76.6148,39.2401,2
-76.6148,39.2736,1
-76.6148,39.2864,1
-76.6148,39.2963,1
-76.6148,39.3482,1
-76.6147,39.2631,1
-76.6147,39.2736,1
-76.6147,39.2841,1
-76.6147,39.2905,1
-76.6147,39.2936,1
-76.6147,39.309,2
-76.6146,39.284,3
-76.6145,39.2777,1
-76.6145,39.278,4
-76.6145,39.311,1
-76.6144,39.2763,5
-76.6144,39.2767,1
-76.6144,39.278,1
-76.6144,39.2789,1
-76.6144,39.3016,2
-76.6144,39.3191,1
-76.6144,39.3195,1
-76.6144,39.3269,1
-76.6143,39.2757,1
-76.6143,39.2763,1
-76.6143,39.2764,1
-76.6143,39.2773,1
-76.6143,39.2998,1
-76.6143,39.3003,2
-76.6143,39.3025,4
-76.6143,39.318,1
-76.6143,39.319,1
-76.6142,39.2887,1
-76.6142,39.2944,1
-76.6142,39.3007,1
-76.6142,39.3011,1
-76.6141,39.2984,1
-76.6141,39.2987,3
-76.6141,39.2998,1
-76.614,39.2705,2
-76.614,39.2715,1
-76.614,39.2726,2
-76.614,39.2916,1
-76.614,39.2917,1
-76.614,39.2938,3
-76.614,39.2965,1
-76.614,39.3245,1
-76.6139,39.2773,1
-76.6139,39.2924,7
-76.6139,39.3113,1
-76.6139,39.3125,1
-76.6139,39.3248,2
-76.6139,39.3379,1
-76.6139,39.3517,1
-76.6138,39.2365,1
-76.6138,39.289,2
-76.6138,39.2895,4
-76.6138,39.2896,1
-76.6138,39.29,2
-76.6138,39.2905,2
-76.6138,39.31,4
-76.6138,39.3102,1
-76.6137,39.2766,1
-76.6137,39.288,1
-76.6137,39.2897,2
-76.6137,39.3113,3
-76.6137,39.318,5
-76.6136,39.2878,3
-76.6136,39.288,1
-76.6136,39.2937,1
-76.6136,39.3078,1
-76.6135,39.2758,2
-76.6135,39.2785,1
-76.6135,39.2789,1
-76.6135,39.2851,6
-76.6135,39.2866,6
-76.6135,39.2924,2
-76.6135,39.3079,1
-76.6134,39.2841,2
-76.6134,39.2914,1
